stud_number;first_name;last_name;gender;email;registration_date;payment_date;registration_fee;year
5352488;Pauline;JOLIVET;F;pauline.jolivet@etudiant.univ-rennes1.fr;2021-10-08;2021-10-08;20.5;2022
7101049;Daniela;DINAND;fille;daniela.dinand@etudiant.univ-rennes1.fr;2021-10-18;2021-11-17;20.5;2022
6359723;Axel;POITOU;garçon;axel.poitou@etudiant.univ-rennes1.fr;2021-09-28;2021-10-28;20.5;2022
982945;Romaric;ESNARD;M;romaric.esnard@etudiant.univ-rennes1.fr;2021-10-17;2021-11-16;20.5;2022
9428129;Florine;DUBIN;F;florine.dubin@etudiant.univ-rennes1.fr;2021-10-22;2021-11-21;20.5;2022
5633652;Jerôme;FLECHEAU;M;jerome.flecheau@etudiant.univ-rennes1.fr;2021-10-22;2021-10-22;20.5;2022
6976364;Juliana;BRECHETEAU;fille;juliana.brecheteau@etudiant.univ-rennes1.fr;2021-09-27;2021-09-27;20.5;2022
9480248;Nathalie;HAYER;H;nathalie.hayer@etudiant.univ-rennes1.fr;2021-10-20;2021-11-19;20.5;2022
9034456;Arnold;COUTAND;H;arnold.coutand@etudiant.univ-rennes1.fr;2021-10-22;2021-10-22;20.5;2022
3767273;Flavienne;ALLARD;F;flavienne.allard@etudiant.univ-rennes1.fr;2021-09-15;2021-09-15;20.5;2022
8710431;Richard;BLUTEAU;M;richard.bluteau@etudiant.univ-rennes1.fr;2021-10-05;2021-10-05;20.5;2022
7662077;Gianni;BARBARIN;M;gianni.barbarin@etudiant.univ-rennes1.fr;2021-09-17;2021-09-17;20.5;2022
2038955;Roger;BOURSIER;garçon;roger.boursier@etudiant.univ-rennes1.fr;2021-10-14;2021-10-14;20.5;2022
2838672;Armel;BOCHEREAU;H;armel.bochereau@etudiant.univ-rennes1.fr;2021-09-28;2021-10-28;20.5;2022
6159800;Daniel;LETOURNEAU;garçon;daniel.letourneau@etudiant.univ-rennes1.fr;2021-10-20;2021-10-20;20.5;2022
4280311;Claire;COSNARD;garçon;claire.cosnard@etudiant.univ-rennes1.fr;2021-09-27;2021-10-27;20.5;2022
3703398;Dalila;LEMAITRE;W;dalila.lemaitre@etudiant.univ-rennes1.fr;2021-10-02;2021-10-02;20.5;2022
8175073;Maggy;FRAPPREAU;F;maggy.frappreau@etudiant.univ-rennes1.fr;2021-09-26;2021-09-26;20.5;2022
519831;Kathy;SALE;F;kathy.sale@etudiant.univ-rennes1.fr;2021-09-18;2021-10-18;20.5;2022
9535159;Louis;DESBOIS;M;louis.desbois@etudiant.univ-rennes1.fr;2021-09-26;2021-09-26;20.5;2022
6274814;Marie-Pierre;CAILLE;H;marie-pierre.caille@etudiant.univ-rennes1.fr;2021-09-23;2021-10-23;20.5;2022
7094369;Laurence;TURPAULT;fille;laurence.turpault@etudiant.univ-rennes1.fr;2021-10-03;2021-10-03;20.5;2022
2179736;Joël;BREAU;fille;joel.breau@etudiant.univ-rennes1.fr;2021-09-14;2021-09-14;20.5;2022
3049600;Quentin;AVRILLON;H;quentin.avrillon@etudiant.univ-rennes1.fr;2021-10-27;2021-10-27;20.5;2022
9598109;Marie-Rose;LANGE;fille;marie-rose.lange@etudiant.univ-rennes1.fr;2021-10-03;;20.5;2022
9874366;Marie Françoise;BOURDAIS;W;marie francoise.bourdais@etudiant.univ-rennes1.fr;2021-10-04;2021-10-04;20.5;2022
254339;Omar;BODIN;garçon;omar.bodin@etudiant.univ-rennes1.fr;2021-10-10;2021-10-10;20.5;2022
9094168;Sylvian;THOREAU;M;sylvian.thoreau@etudiant.univ-rennes1.fr;2021-09-20;2021-09-20;20.5;2022
4430853;Pierre;DAVY;garçon;pierre.davy@etudiant.univ-rennes1.fr;2021-09-28;2021-09-28;20.5;2022
5974057;Valéry;GUICHARD;M;valery.guichard@etudiant.univ-rennes1.fr;2021-09-28;2021-10-28;20.5;2022
1321828;Bernard;SAUVAGET;H;bernard.sauvaget@etudiant.univ-rennes1.fr;2021-09-19;2021-09-19;20.5;2022
2581714;Claudine;ROBICHON;garçon;claudine.robichon@etudiant.univ-rennes1.fr;2021-10-01;2021-10-31;20.5;2022
519158;Martin;MARCEAU;H;martin.marceau@etudiant.univ-rennes1.fr;2021-10-22;2021-10-22;20.5;2022
2643998;Marie-Neige;EVEILLARD;F;marie-neige.eveillard@etudiant.univ-rennes1.fr;2021-10-13;2021-10-13;20.5;2022
7066039;Jean Paul;GUIMBRETIERE;garçon;jean paul.guimbretiere@etudiant.univ-rennes1.fr;2021-10-20;2021-10-20;20.5;2022
2711330;Francisque;BLUTEAU;H;francisque.bluteau@etudiant.univ-rennes1.fr;2021-10-19;2021-10-19;20.5;2022
7967859;Marie-Danielle;ETIENNE;F;marie-danielle.etienne@etudiant.univ-rennes1.fr;2021-10-01;2021-10-01;20.5;2022
5620513;Marie Claude;CAILLEAUD;W;marie claude.cailleaud@etudiant.univ-rennes1.fr;2021-10-10;2021-10-10;20.5;2022
1673058;Marie Renée;GATE;W;marie renee.gate@etudiant.univ-rennes1.fr;2021-09-17;2021-09-17;20.5;2022
6657126;Elvis;RABINEAU;H;elvis.rabineau@etudiant.univ-rennes1.fr;2021-09-23;2021-09-23;20.5;2022
361092;Jean-Lou;LEAU;M;jean-lou.leau@etudiant.univ-rennes1.fr;2021-10-07;2021-11-06;20.5;2022
6939093;Angéla;PLESSIS;F;angela.plessis@etudiant.univ-rennes1.fr;2021-10-06;2021-10-06;20.5;2022
9440070;Samir;SUROT;H;samir.surot@etudiant.univ-rennes1.fr;2021-10-22;2021-11-21;20.5;2022
8186899;Rebecca;BREAU;fille;rebecca.breau@etudiant.univ-rennes1.fr;2021-09-27;2021-09-27;20.5;2022
1691150;Eric;CLENET;M;eric.clenet@etudiant.univ-rennes1.fr;2021-10-21;2021-11-20;20.5;2022
9876669;Gaetan;LAMOUREUX;garçon;gaetan.lamoureux@etudiant.univ-rennes1.fr;2021-10-02;2021-11-01;20.5;2022
5033619;Driss;CHARPENTIER;H;driss.charpentier@etudiant.univ-rennes1.fr;2021-10-26;2021-10-26;20.5;2022
2104286;Marie-Caroline;LEMAITRE;F;marie-caroline.lemaitre@etudiant.univ-rennes1.fr;2021-09-30;2021-09-30;20.5;2022
6606927;Salima;GUILBAULT;fille;salima.guilbault@etudiant.univ-rennes1.fr;2021-10-26;2021-10-26;20.5;2022
4296479;Saliha;BOISNAULT;W;saliha.boisnault@etudiant.univ-rennes1.fr;2021-10-03;;20.5;2022
6532698;Adeline;HOUET;fille;adeline.houet@etudiant.univ-rennes1.fr;2021-09-16;2021-10-16;20.5;2022
738600;Rodolphe;LUMINEAU;H;rodolphe.lumineau@etudiant.univ-rennes1.fr;2021-09-26;2021-10-26;20.5;2022
6112233;Jean Charles;RAHARD;H;jean charles.rahard@etudiant.univ-rennes1.fr;2021-10-12;2021-11-11;20.5;2022
1212318;Pierre Louis;BAUDON;garçon;pierre louis.baudon@etudiant.univ-rennes1.fr;2021-09-18;2021-10-18;20.5;2022
3900634;Saadia;GAULT;W;saadia.gault@etudiant.univ-rennes1.fr;2021-09-21;2021-10-21;20.5;2022
5676653;Renaud;BOUIN;H;renaud.bouin@etudiant.univ-rennes1.fr;2021-09-15;;20.5;2022
4480087;Adam;GOHIER;garçon;adam.gohier@etudiant.univ-rennes1.fr;2021-10-02;2021-11-01;20.5;2022
9232177;Mathieu;BONDU;garçon;mathieu.bondu@etudiant.univ-rennes1.fr;2021-10-19;2021-10-19;20.5;2022
8449746;Salah;HUPONT;H;salah.hupont@etudiant.univ-rennes1.fr;2021-09-28;2021-09-28;20.5;2022
5491107;Rodrigue;JOUANNEAU;H;rodrigue.jouanneau@etudiant.univ-rennes1.fr;2021-10-19;2021-10-19;20.5;2022
5500184;Christianne;BIOTTEAU;W;christianne.biotteau@etudiant.univ-rennes1.fr;2021-09-12;2021-09-12;20.5;2022
7505370;Félicie;BORDEAU;F;felicie.bordeau@etudiant.univ-rennes1.fr;2021-10-09;2021-10-09;20.5;2022
9149537;Edward;FUZEAU;H;edward.fuzeau@etudiant.univ-rennes1.fr;2021-09-27;2021-09-27;20.5;2022
6655783;Zineb;ALGOURDIN;W;zineb.algourdin@etudiant.univ-rennes1.fr;2021-10-21;2021-10-21;20.5;2022
137467;Jean-Lucien;LEVESQUE;H;jean-lucien.levesque@etudiant.univ-rennes1.fr;2021-10-25;2021-10-25;20.5;2022
5431327;Moise;LORRE;M;moise.lorre@etudiant.univ-rennes1.fr;2021-10-24;2021-11-23;20.5;2022
4239962;Conchita;SUTEAU;fille;conchita.suteau@etudiant.univ-rennes1.fr;2021-10-12;2021-10-12;20.5;2022
1653783;Erick;RUEL;garçon;erick.ruel@etudiant.univ-rennes1.fr;2021-10-16;;20.5;2022
8446594;Alexia;CHAIGNEAU;fille;alexia.chaigneau@etudiant.univ-rennes1.fr;2021-10-27;2021-10-27;20.5;2022
8347453;Régine;GEORGET;M;regine.georget@etudiant.univ-rennes1.fr;2021-09-22;2021-09-22;20.5;2022
2571528;Samira;CHAUVIERE;W;samira.chauviere@etudiant.univ-rennes1.fr;2021-10-09;2021-11-08;20.5;2022
3532542;Linda;CIROT;F;linda.cirot@etudiant.univ-rennes1.fr;2021-09-13;2021-10-13;20.5;2022
8788150;Elizabeth;PERRAULT;F;elizabeth.perrault@etudiant.univ-rennes1.fr;2021-10-08;2021-10-08;20.5;2022
2385670;Marie Dominique;BEUROIS;F;marie dominique.beurois@etudiant.univ-rennes1.fr;2021-09-29;2021-09-29;20.5;2022
9828995;Christophe;BARRAUD;W;christophe.barraud@etudiant.univ-rennes1.fr;2021-09-22;2021-09-22;20.5;2022
6638000;David;JADAUD;fille;david.jadaud@etudiant.univ-rennes1.fr;2021-09-12;;20.5;2022
1963506;Vivien;RELION;garçon;vivien.relion@etudiant.univ-rennes1.fr;2021-10-21;2021-10-21;20.5;2022
2466003;Leon;SOULARD;garçon;leon.soulard@etudiant.univ-rennes1.fr;2021-09-30;2021-09-30;20.5;2022
1946716;Romaric;CHOQUET;garçon;romaric.choquet@etudiant.univ-rennes1.fr;2021-09-15;2021-09-15;20.5;2022
9893872;Donat;ABELLARD;H;donat.abellard@etudiant.univ-rennes1.fr;2021-10-06;2021-10-06;20.5;2022
1094114;Anne-Yvonne;DELAGE;F;anne-yvonne.delage@etudiant.univ-rennes1.fr;2021-09-14;2021-09-14;20.5;2022
7404021;Gervais;MORIN;M;gervais.morin@etudiant.univ-rennes1.fr;2021-09-14;2021-10-14;20.5;2022
3122629;Gautier;DELAPORTE;garçon;gautier.delaporte@etudiant.univ-rennes1.fr;2021-09-25;2021-10-25;20.5;2022
3530514;Helen;RABINEAU;F;helen.rabineau@etudiant.univ-rennes1.fr;2022-10-15;2022-10-15;25.5;2023
7208231;Florian;COEFFARD;M;florian.coeffard@etudiant.univ-rennes1.fr;2022-10-23;2022-11-22;25.5;2023
3911039;Christiane;LE GOFF;W;christiane.le goff@etudiant.univ-rennes1.fr;2022-10-21;;25.5;2023
5876984;Jacob;ROUSSIERE;garçon;jacob.roussiere@etudiant.univ-rennes1.fr;2022-09-29;2022-09-29;25.5;2023
3349644;Carinne;BABARIT;F;carinne.babarit@etudiant.univ-rennes1.fr;2022-10-12;2022-10-12;25.5;2023
2321657;Léonie;RELION;F;leonie.relion@etudiant.univ-rennes1.fr;2022-10-17;2022-11-16;25.5;2023
2357186;Marie-Helene;COUVREUR;W;marie-helene.couvreur@etudiant.univ-rennes1.fr;2022-09-27;2022-09-27;25.5;2023
4265828;Denis;HODE;fille;denis.hode@etudiant.univ-rennes1.fr;2022-09-29;2022-09-29;25.5;2023
2665152;Marie Odile;REVEILLERE;W;marie odile.reveillere@etudiant.univ-rennes1.fr;2022-09-15;2022-09-15;25.5;2023
4583291;Suzy;COSNARD;fille;suzy.cosnard@etudiant.univ-rennes1.fr;2022-10-09;2022-10-09;25.5;2023
6060655;Gina;GUILLEMET;fille;gina.guillemet@etudiant.univ-rennes1.fr;2022-10-22;2022-11-21;25.5;2023
1663442;Théodore;BOMARD;garçon;theodore.bomard@etudiant.univ-rennes1.fr;2022-10-18;2022-11-17;25.5;2023
1372826;Guy-Marie;FREMY;H;guy-marie.fremy@etudiant.univ-rennes1.fr;2022-09-18;2022-09-18;25.5;2023
1125045;Chantale;ROGER;W;chantale.roger@etudiant.univ-rennes1.fr;2022-10-14;2022-10-14;25.5;2023
5991458;Chrystele;DUBOIS;F;chrystele.dubois@etudiant.univ-rennes1.fr;2022-10-04;2022-10-04;25.5;2023
1470462;Mohamed;DOUCET;H;mohamed.doucet@etudiant.univ-rennes1.fr;2022-10-26;2022-11-25;25.5;2023
400929;Vincenzo;EDIN;H;vincenzo.edin@etudiant.univ-rennes1.fr;2022-10-13;2022-10-13;25.5;2023
1942196;Constantin;LIZE;H;constantin.lize@etudiant.univ-rennes1.fr;2022-10-06;2022-11-05;25.5;2023
1548313;Claude;PAULEAU;F;claude.pauleau@etudiant.univ-rennes1.fr;2022-10-14;;25.5;2023
6370815;Marie-Josee;FRADIN;W;marie-josee.fradin@etudiant.univ-rennes1.fr;2022-10-11;2022-10-11;25.5;2023
5905613;Fany;LE ROY;W;fany.le roy@etudiant.univ-rennes1.fr;2022-10-20;2022-10-20;25.5;2023
7812504;Steeve;LUCAS;H;steeve.lucas@etudiant.univ-rennes1.fr;2022-09-22;2022-10-22;25.5;2023
4309490;Frédéric;BASLE;W;frederic.basle@etudiant.univ-rennes1.fr;2022-09-15;2022-09-15;25.5;2023
6987488;Lise-Marie;BEAUMIER;W;lise-marie.beaumier@etudiant.univ-rennes1.fr;2022-10-23;2022-10-23;25.5;2023
9060073;Gilbert;MARQUET;M;gilbert.marquet@etudiant.univ-rennes1.fr;2022-10-16;2022-10-16;25.5;2023
9419081;Arnauld;MESNARD;garçon;arnauld.mesnard@etudiant.univ-rennes1.fr;2022-10-08;2022-10-08;25.5;2023
1865983;Jean-Léon;CHEREAU;H;jean-leon.chereau@etudiant.univ-rennes1.fr;2022-10-01;2022-10-01;25.5;2023
4142842;Jean-José;BONNEAU;M;jean-jose.bonneau@etudiant.univ-rennes1.fr;2022-10-05;2022-10-05;25.5;2023
4143600;Santiago;HURTAUD;M;santiago.hurtaud@etudiant.univ-rennes1.fr;2022-09-20;2022-09-20;25.5;2023
2184742;Halima;CHALLIER;fille;halima.challier@etudiant.univ-rennes1.fr;2022-09-19;2022-09-19;25.5;2023
7997977;Eva;SORIN;fille;eva.sorin@etudiant.univ-rennes1.fr;2022-09-25;2022-09-25;25.5;2023
1562758;Pascaline;DUPONT;W;pascaline.dupont@etudiant.univ-rennes1.fr;2022-10-13;2022-11-12;25.5;2023
2492393;Moussa;LEMOINE;H;moussa.lemoine@etudiant.univ-rennes1.fr;2022-09-14;2022-10-14;25.5;2023
3552069;Francisco;BIEMON;H;francisco.biemon@etudiant.univ-rennes1.fr;2022-09-24;2022-10-24;25.5;2023
3654631;Noëlle;BLOT;M;noelle.blot@etudiant.univ-rennes1.fr;2022-09-18;2022-09-18;25.5;2023
6690661;Flavie;BEAUPERIN;fille;flavie.beauperin@etudiant.univ-rennes1.fr;2022-09-28;2022-09-28;25.5;2023
3770467;René-Claude;MEIGNANT;M;rene-claude.meignant@etudiant.univ-rennes1.fr;2022-10-14;2022-11-13;25.5;2023
6555383;Bruce;BEAUFRETON;garçon;bruce.beaufreton@etudiant.univ-rennes1.fr;2022-09-11;2022-09-11;25.5;2023
3273815;John;RIVAULT;garçon;john.rivault@etudiant.univ-rennes1.fr;2022-09-14;2022-10-14;25.5;2023
3806289;Frédérique;MOREAU;W;frederique.moreau@etudiant.univ-rennes1.fr;2022-09-23;2022-09-23;25.5;2023
5668218;Gildas;LIBAUD;garçon;gildas.libaud@etudiant.univ-rennes1.fr;2022-10-06;2022-10-06;25.5;2023
5547837;Guilaine;PICHONNEAU;fille;guilaine.pichonneau@etudiant.univ-rennes1.fr;2022-10-11;2022-10-11;25.5;2023
7272063;Valérie;MAILLOCHON;fille;valerie.maillochon@etudiant.univ-rennes1.fr;2022-09-11;2022-09-11;25.5;2023
5421882;Pierre Louis;PRIEUR;H;pierre louis.prieur@etudiant.univ-rennes1.fr;2022-10-07;2022-10-07;25.5;2023
5902875;Olivier;MAHE;M;olivier.mahe@etudiant.univ-rennes1.fr;2022-10-23;2022-10-23;25.5;2023
2598785;Marie-Josée;COULONNIER;fille;marie-josee.coulonnier@etudiant.univ-rennes1.fr;2022-10-11;2022-10-11;25.5;2023
3043614;Dany;LIGER;H;dany.liger@etudiant.univ-rennes1.fr;2022-09-16;2022-10-16;25.5;2023
7035795;Bénédicte;ETOURNEUX;garçon;benedicte.etourneux@etudiant.univ-rennes1.fr;2022-10-09;2022-10-09;25.5;2023
1841688;Anne-Yvonne;BITEAU;W;anne-yvonne.biteau@etudiant.univ-rennes1.fr;2022-09-20;2022-09-20;25.5;2023
8354927;Jean-Georges;LEPAGE;H;jean-georges.lepage@etudiant.univ-rennes1.fr;2022-09-28;2022-09-28;25.5;2023
9377131;Elio;LEROUX;M;elio.leroux@etudiant.univ-rennes1.fr;2022-09-22;2022-10-22;25.5;2023
8889641;Salah;GAILLARD;garçon;salah.gaillard@etudiant.univ-rennes1.fr;2022-09-20;2022-10-20;25.5;2023
5106993;Marie-Amélie;DELORME;F;marie-amelie.delorme@etudiant.univ-rennes1.fr;2022-10-09;2022-10-09;25.5;2023
4434849;Gisèle;ANDRAULT;W;gisele.andrault@etudiant.univ-rennes1.fr;2022-10-11;2022-10-11;25.5;2023
8623571;Kheira;ROTUREAU;W;kheira.rotureau@etudiant.univ-rennes1.fr;2022-10-24;2022-10-24;25.5;2023
2904145;Djamila;CHEVRIER;W;djamila.chevrier@etudiant.univ-rennes1.fr;2022-10-25;2022-10-25;25.5;2023
2464497;Maggy;LELIEVRE;fille;maggy.lelievre@etudiant.univ-rennes1.fr;2022-10-12;2022-10-12;25.5;2023
1119943;Maude;ALGOURDIN;fille;maude.algourdin@etudiant.univ-rennes1.fr;2022-10-09;2022-11-08;25.5;2023
3479955;Marie-Elisabeth;RAVARY;F;marie-elisabeth.ravary@etudiant.univ-rennes1.fr;2022-10-15;2022-10-15;25.5;2023
1898596;Keith;BUROT;H;keith.burot@etudiant.univ-rennes1.fr;2022-09-20;2022-09-20;25.5;2023
6507216;Paul-André;LEFEVRE;H;paul-andre.lefevre@etudiant.univ-rennes1.fr;2022-10-12;2022-11-11;25.5;2023
2506071;Anne-Claire;JADEAU;fille;anne-claire.jadeau@etudiant.univ-rennes1.fr;2022-10-17;2022-10-17;25.5;2023
5089004;Vincenza;DELAHAIE;fille;vincenza.delahaie@etudiant.univ-rennes1.fr;2022-10-24;2022-10-24;25.5;2023
6802351;Muguette;MONNIER;W;muguette.monnier@etudiant.univ-rennes1.fr;2022-10-05;2022-10-05;25.5;2023
2206687;Marie Paule;GODEFROY;F;marie paule.godefroy@etudiant.univ-rennes1.fr;2022-10-03;2022-10-03;25.5;2023
15560;Astride;MAROLLEAU;F;astride.marolleau@etudiant.univ-rennes1.fr;2022-10-13;2022-10-13;25.5;2023
4478217;Bénédicte;BOUHIRON;W;benedicte.bouhiron@etudiant.univ-rennes1.fr;2022-10-18;2022-10-18;25.5;2023
2892019;Fatima;PONTONNIER;W;fatima.pontonnier@etudiant.univ-rennes1.fr;2022-10-22;2022-10-22;25.5;2023
1663405;Lilianne;BUCHER;F;lilianne.bucher@etudiant.univ-rennes1.fr;2022-09-28;2022-09-28;25.5;2023
9976281;Jean-Richard;RAPICAULT;M;jean-richard.rapicault@etudiant.univ-rennes1.fr;2022-09-29;2022-09-29;25.5;2023
1710322;Siegfried;GRANDIN;H;siegfried.grandin@etudiant.univ-rennes1.fr;2022-10-21;2022-10-21;25.5;2023
3805079;Antonin;CHESNE;garçon;antonin.chesne@etudiant.univ-rennes1.fr;2022-10-23;2022-10-23;25.5;2023
2854528;Yannik;MANDIN;garçon;yannik.mandin@etudiant.univ-rennes1.fr;2022-10-21;2022-10-21;25.5;2023
3615984;Corinne;SAVARIT;H;corinne.savarit@etudiant.univ-rennes1.fr;2022-10-23;2022-10-23;25.5;2023
7970054;Soraya;BRECHET;F;soraya.brechet@etudiant.univ-rennes1.fr;2022-09-24;2022-09-24;25.5;2023
5261469;Veronique;PAVIE;fille;veronique.pavie@etudiant.univ-rennes1.fr;2022-09-28;2022-09-28;25.5;2023
1946951;Ladislas;LIBAUD;garçon;ladislas.libaud@etudiant.univ-rennes1.fr;2022-10-04;2022-10-04;25.5;2023
3228023;Gaël;BOUGET;garçon;gael.bouget@etudiant.univ-rennes1.fr;2022-09-22;;25.5;2023
583497;Gaelle;MAHOT;fille;gaelle.mahot@etudiant.univ-rennes1.fr;2022-09-13;2022-09-13;25.5;2023
8826644;Marguerite;RAPICAULT;F;marguerite.rapicault@etudiant.univ-rennes1.fr;2022-09-30;2022-09-30;25.5;2023
1954763;Emile;RICHER;H;emile.richer@etudiant.univ-rennes1.fr;2022-10-08;2022-10-08;25.5;2023
6804773;Aurélien;HOMER;garçon;aurelien.homer@etudiant.univ-rennes1.fr;2022-10-21;2022-10-21;25.5;2023
7327945;Dolorès;GAUGAIN;fille;dolores.gaugain@etudiant.univ-rennes1.fr;2022-10-08;2022-10-08;25.5;2023
1535695;Monique;HARDOUIN;garçon;monique.hardouin@etudiant.univ-rennes1.fr;2022-10-05;2022-10-05;25.5;2023
9365834;Marie-Charlotte;PRUD HOMME;W;marie-charlotte.prud homme@etudiant.univ-rennes1.fr;2022-10-18;;25.5;2023
9396096;Claude;MAROT;F;claude.marot@etudiant.univ-rennes1.fr;2022-10-05;2022-11-04;25.5;2023
9179052;Georgette;SALLE;garçon;georgette.salle@etudiant.univ-rennes1.fr;2022-09-19;2022-09-19;25.5;2023
7777355;Marie-Hélène;BENETEAU;garçon;marie-helene.beneteau@etudiant.univ-rennes1.fr;2022-10-17;2022-10-17;25.5;2023
2385208;Bertille;MOUILLE;W;bertille.mouille@etudiant.univ-rennes1.fr;2022-10-09;2022-11-08;25.5;2023
3654438;Walter;LAVENIER;H;walter.lavenier@etudiant.univ-rennes1.fr;2022-10-17;2022-10-17;25.5;2023
9710923;Yannick;VEAU;F;yannick.veau@etudiant.univ-rennes1.fr;2022-09-16;2022-09-16;25.5;2023
8024999;Pierre-Michel;LOISON;M;pierre-michel.loison@etudiant.univ-rennes1.fr;2022-10-06;2022-10-06;25.5;2023
912013;Bénédicte;CARRE;garçon;benedicte.carre@etudiant.univ-rennes1.fr;2022-10-10;2022-10-10;25.5;2023
860488;Malou;PIFFARD;fille;malou.piffard@etudiant.univ-rennes1.fr;2022-10-18;2022-10-18;25.5;2023
785189;Philippe;POINTEAU;M;philippe.pointeau@etudiant.univ-rennes1.fr;2022-09-26;2022-09-26;25.5;2023
9061188;Omar;BERTAUD;H;omar.bertaud@etudiant.univ-rennes1.fr;2022-10-05;2022-10-05;25.5;2023
9585535;Félicie;SOULARD;fille;felicie.soulard@etudiant.univ-rennes1.fr;2022-09-14;2022-09-14;25.5;2023
8486227;Marie-Michèle;PERRAULT;fille;marie-michele.perrault@etudiant.univ-rennes1.fr;2022-09-18;2022-10-18;25.5;2023
4049986;Natalie;MILLERAND;F;natalie.millerand@etudiant.univ-rennes1.fr;2022-09-27;;25.5;2023
1542780;Peggy;GENDRY;W;peggy.gendry@etudiant.univ-rennes1.fr;2022-09-14;2022-10-14;25.5;2023
4207744;Gaby;PANNEAU;H;gaby.panneau@etudiant.univ-rennes1.fr;2022-10-01;2022-10-01;25.5;2023
1116284;Marian;LEMAITRE;garçon;marian.lemaitre@etudiant.univ-rennes1.fr;2022-10-03;2022-10-03;25.5;2023
7706672;Vivien;CHEVAL;M;vivien.cheval@etudiant.univ-rennes1.fr;2022-09-26;2022-09-26;25.5;2023
4433959;Marie-Helene;NOEL;F;marie-helene.noel@etudiant.univ-rennes1.fr;2022-10-18;2022-10-18;25.5;2023
1884033;Carine;REVEILLERE;F;carine.reveillere@etudiant.univ-rennes1.fr;2022-10-22;2022-10-22;25.5;2023
8387309;Joël;HARDOU;F;joel.hardou@etudiant.univ-rennes1.fr;2022-09-13;2022-10-13;25.5;2023
866293;Lise-Marie;SAUVETRE;W;lise-marie.sauvetre@etudiant.univ-rennes1.fr;2022-10-19;2022-11-18;25.5;2023
9492774;Dorothée;PINARD;fille;dorothee.pinard@etudiant.univ-rennes1.fr;2022-09-15;2022-10-15;25.5;2023
423898;Hafida;BOUGREAU;W;hafida.bougreau@etudiant.univ-rennes1.fr;2022-10-22;2022-10-22;25.5;2023
1175545;Jacki;BEZIE;garçon;jacki.bezie@etudiant.univ-rennes1.fr;2022-09-26;2022-10-26;25.5;2023
494042;Katell;PAYRAUDEAU;F;katell.payraudeau@etudiant.univ-rennes1.fr;2022-10-22;2022-10-22;25.5;2023
8512871;Adeline;PIRONNEAU;W;adeline.pironneau@etudiant.univ-rennes1.fr;2022-09-12;2022-09-12;25.5;2023
1737366;Alvaro;LAMBERT;garçon;alvaro.lambert@etudiant.univ-rennes1.fr;2022-10-20;2022-11-19;25.5;2023
1950948;Marinette;CERISIER;fille;marinette.cerisier@etudiant.univ-rennes1.fr;2022-09-27;2022-09-27;25.5;2023
7761100;Karl;BOUTET;H;karl.boutet@etudiant.univ-rennes1.fr;2022-10-16;2022-10-16;25.5;2023
7009087;Daniela;POILANE;fille;daniela.poilane@etudiant.univ-rennes1.fr;2022-10-11;2022-10-11;25.5;2023
6424608;Marie-Lise;JOUAN;F;marie-lise.jouan@etudiant.univ-rennes1.fr;2022-10-12;2022-10-12;25.5;2023
4121585;Colombe;LENOGUE;fille;colombe.lenogue@etudiant.univ-rennes1.fr;2022-10-21;2022-10-21;25.5;2023
7747843;Julio;COTTIN;M;julio.cottin@etudiant.univ-rennes1.fr;2022-10-06;2022-11-05;25.5;2023
4583912;Clothilde;BACHELOT;F;clothilde.bachelot@etudiant.univ-rennes1.fr;2022-09-23;2022-09-23;25.5;2023
4651705;Raphaële;PROVOST;W;raphaele.provost@etudiant.univ-rennes1.fr;2022-09-24;2022-09-24;25.5;2023
934964;Anny;VOISINE;fille;anny.voisine@etudiant.univ-rennes1.fr;2022-10-21;2022-10-21;25.5;2023
7224833;Mariannick;DERSOIR;F;mariannick.dersoir@etudiant.univ-rennes1.fr;2022-09-29;2022-10-29;25.5;2023
4647388;Pascale;BASSET;fille;pascale.basset@etudiant.univ-rennes1.fr;2022-10-15;2022-10-15;25.5;2023
4017805;Arsène;GALICHET;garçon;arsene.galichet@etudiant.univ-rennes1.fr;2022-10-11;2022-10-11;25.5;2023
8261444;Anick;PICHAUD;W;anick.pichaud@etudiant.univ-rennes1.fr;2022-09-25;2022-09-25;25.5;2023
4884321;Geneviève;BLON;M;genevieve.blon@etudiant.univ-rennes1.fr;2022-10-22;2022-10-22;25.5;2023
5499953;Jim;GACHET;garçon;jim.gachet@etudiant.univ-rennes1.fr;2022-09-21;;25.5;2023
4407803;Mohamed;LACROIX;garçon;mohamed.lacroix@etudiant.univ-rennes1.fr;2022-10-18;2022-10-18;25.5;2023
606392;Cédric;ANDORIN;H;cedric.andorin@etudiant.univ-rennes1.fr;2022-09-25;;25.5;2023
455954;Florian;DIDIER;H;florian.didier@etudiant.univ-rennes1.fr;2022-09-11;2022-10-11;25.5;2023
3079755;Marie-Therese;RIBAULT;W;marie-therese.ribault@etudiant.univ-rennes1.fr;2022-10-17;2022-10-17;25.5;2023
923898;Alban;PERRAY;H;alban.perray@etudiant.univ-rennes1.fr;2022-10-23;2022-11-22;25.5;2023
5568177;Jean-Guillaume;BORDEAU;H;jean-guillaume.bordeau@etudiant.univ-rennes1.fr;2022-10-08;2022-10-08;25.5;2023
3928901;Jluc;DESCHAMPS;H;jluc.deschamps@etudiant.univ-rennes1.fr;2022-10-09;2022-10-09;25.5;2023
