stud_number;first_name;last_name;gender;email;stud_role;asso_name;asso_desc
4071677;Marie-Joëlle;DEROUET;F;marie-joelle.derouet@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
4071677;Marie-Joëlle;DEROUET;F;marie-joelle.derouet@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
9061188;Omar;BERTAUD;H;omar.bertaud@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
9061188;Omar;BERTAUD;H;omar.bertaud@etudiant.univ-rennes1.fr;member;Club Danse;
8486227;Marie-Michèle;PERRAULT;fille;marie-michele.perrault@etudiant.univ-rennes1.fr;member;Club Danse;
8486227;Marie-Michèle;PERRAULT;fille;marie-michele.perrault@etudiant.univ-rennes1.fr;member;Club Apero;
8486227;Marie-Michèle;PERRAULT;fille;marie-michele.perrault@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
1542780;Peggy;GENDRY;W;peggy.gendry@etudiant.univ-rennes1.fr;member;Club Danse;
4207744;Gaby;PANNEAU;H;gaby.panneau@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
4207744;Gaby;PANNEAU;H;gaby.panneau@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
1810422;Mireille;LEGER;fille;mireille.leger@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
9492774;Dorothée;PINARD;fille;dorothee.pinard@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
9492774;Dorothée;PINARD;fille;dorothee.pinard@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7145865;Fatma;COUVREUX;fille;fatma.couvreux@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
7145865;Fatma;COUVREUX;fille;fatma.couvreux@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
3355919;Jean-Pol;BELNOU;M;jean-pol.belnou@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
3355919;Jean-Pol;BELNOU;M;jean-pol.belnou@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
6813274;Marietta;VION;F;marietta.vion@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
6813274;Marietta;VION;F;marietta.vion@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
6813274;Marietta;VION;F;marietta.vion@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1175545;Jacki;BEZIE;garçon;jacki.bezie@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
517862;Fleur;SECHER;fille;fleur.secher@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
517862;Fleur;SECHER;fille;fleur.secher@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
517862;Fleur;SECHER;fille;fleur.secher@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
8147057;Florian;BEAUMONT;M;florian.beaumont@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
8147057;Florian;BEAUMONT;M;florian.beaumont@etudiant.univ-rennes1.fr;member;Club Apero;
1950948;Marinette;CERISIER;fille;marinette.cerisier@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1950948;Marinette;CERISIER;fille;marinette.cerisier@etudiant.univ-rennes1.fr;member;Club Apero;
7009087;Daniela;POILANE;fille;daniela.poilane@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7009087;Daniela;POILANE;fille;daniela.poilane@etudiant.univ-rennes1.fr;member;Club Danse;
7009087;Daniela;POILANE;fille;daniela.poilane@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
2319720;Hocine;CUSSONNEAU;garçon;hocine.cussonneau@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
2319720;Hocine;CUSSONNEAU;garçon;hocine.cussonneau@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
8861766;Elvis;COSNARD;M;elvis.cosnard@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
8861766;Elvis;COSNARD;M;elvis.cosnard@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
8861766;Elvis;COSNARD;M;elvis.cosnard@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
6424608;Marie-Lise;JOUAN;F;marie-lise.jouan@etudiant.univ-rennes1.fr;member;Club Danse;
6424608;Marie-Lise;JOUAN;F;marie-lise.jouan@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
7206006;Jérémy;DESGRE;M;jeremy.desgre@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
7206006;Jérémy;DESGRE;M;jeremy.desgre@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
7206006;Jérémy;DESGRE;M;jeremy.desgre@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
5704838;Emmanuel;CHOLLET;garçon;emmanuel.chollet@etudiant.univ-rennes1.fr;member;Club Apero;
5704838;Emmanuel;CHOLLET;garçon;emmanuel.chollet@etudiant.univ-rennes1.fr;member;Club Danse;
455099;Antoinette;PERRAULT;fille;antoinette.perrault@etudiant.univ-rennes1.fr;member;Club Apero;
455099;Antoinette;PERRAULT;fille;antoinette.perrault@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
4121585;Colombe;LENOGUE;fille;colombe.lenogue@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
4121585;Colombe;LENOGUE;fille;colombe.lenogue@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
9695784;Conchita;ROHARD;F;conchita.rohard@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
9695784;Conchita;ROHARD;F;conchita.rohard@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
934964;Anny;VOISINE;fille;anny.voisine@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
6876230;Bérénice;VRAIN;fille;berenice.vrain@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
6876230;Bérénice;VRAIN;fille;berenice.vrain@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
6876230;Bérénice;VRAIN;fille;berenice.vrain@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
7224833;Mariannick;DERSOIR;F;mariannick.dersoir@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
8261444;Anick;PICHAUD;W;anick.pichaud@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
4884321;Geneviève;BLON;M;genevieve.blon@etudiant.univ-rennes1.fr;member;Club Apero;
4884321;Geneviève;BLON;M;genevieve.blon@etudiant.univ-rennes1.fr;member;Club Danse;
6136699;Aymeric;POIRIER;H;aymeric.poirier@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
4631172;Hamid;ALLUSSE;H;hamid.allusse@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
4631172;Hamid;ALLUSSE;H;hamid.allusse@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
4631172;Hamid;ALLUSSE;H;hamid.allusse@etudiant.univ-rennes1.fr;member;Club Danse;
455954;Florian;DIDIER;H;florian.didier@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
3079755;Marie-Therese;RIBAULT;W;marie-therese.ribault@etudiant.univ-rennes1.fr;member;Club Apero;
3079755;Marie-Therese;RIBAULT;W;marie-therese.ribault@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
3079755;Marie-Therese;RIBAULT;W;marie-therese.ribault@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
2284632;Jean-Hervé;DA SILVA;H;jean-herve.da silva@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
2605131;Romain;BLANCHARD;H;romain.blanchard@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2605131;Romain;BLANCHARD;H;romain.blanchard@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
2605131;Romain;BLANCHARD;H;romain.blanchard@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
6119439;Alison;CONSTANTIN;fille;alison.constantin@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
4493579;Karine;MAINDRON;garçon;karine.maindron@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
9483832;Carmelo;BARBIN;M;carmelo.barbin@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9483832;Carmelo;BARBIN;M;carmelo.barbin@etudiant.univ-rennes1.fr;member;Club Danse;
9483832;Carmelo;BARBIN;M;carmelo.barbin@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
6360966;Eddie;PELLUAU;garçon;eddie.pelluau@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
8171384;Thérèse-Marie;PICARD;fille;therese-marie.picard@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
8171384;Thérèse-Marie;PICARD;fille;therese-marie.picard@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
9896491;Raphaelle;BUSSON;fille;raphaelle.busson@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
5879679;Siméon;CHATAIGNER;garçon;simeon.chataigner@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
3280740;Emilienne;BRANCHU;W;emilienne.branchu@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
1173540;Karin;GENTILHOMME;W;karin.gentilhomme@etudiant.univ-rennes1.fr;member;Club Apero;
1173540;Karin;GENTILHOMME;W;karin.gentilhomme@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
1173540;Karin;GENTILHOMME;W;karin.gentilhomme@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
8200792;David;MAILLET;W;david.maillet@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
8200792;David;MAILLET;W;david.maillet@etudiant.univ-rennes1.fr;member;Club Danse;
8200792;David;MAILLET;W;david.maillet@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
1696413;Pierre André;LIZE;M;pierre andre.lize@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
1696413;Pierre André;LIZE;M;pierre andre.lize@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
697403;Romuald;ROCHAIS;garçon;romuald.rochais@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
697403;Romuald;ROCHAIS;garçon;romuald.rochais@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
697403;Romuald;ROCHAIS;garçon;romuald.rochais@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2338037;Anicet;PAUL;garçon;anicet.paul@etudiant.univ-rennes1.fr;member;Club Apero;
2338037;Anicet;PAUL;garçon;anicet.paul@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
5559063;Magali;BLAITEAU;M;magali.blaiteau@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
1829605;Ariane;BOULLAIS;W;ariane.boullais@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7889033;Coralie;CHEVET;W;coralie.chevet@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
7889033;Coralie;CHEVET;W;coralie.chevet@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
7889033;Coralie;CHEVET;W;coralie.chevet@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
6734111;Théo;DELARUE;M;theo.delarue@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
6734111;Théo;DELARUE;M;theo.delarue@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
4131535;Marie-Alice;LEGRAND;W;marie-alice.legrand@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
4131535;Marie-Alice;LEGRAND;W;marie-alice.legrand@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9302400;Karim;NAULEAU;H;karim.nauleau@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
9302400;Karim;NAULEAU;H;karim.nauleau@etudiant.univ-rennes1.fr;member;Club Danse;
1178592;Christine;PROUST;H;christine.proust@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
1178592;Christine;PROUST;H;christine.proust@etudiant.univ-rennes1.fr;member;Club Apero;
2077845;Fatiha;TESSIER;W;fatiha.tessier@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
2077845;Fatiha;TESSIER;W;fatiha.tessier@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
2077845;Fatiha;TESSIER;W;fatiha.tessier@etudiant.univ-rennes1.fr;member;Club Danse;
4244014;Thiery;LECLAIR;M;thiery.leclair@etudiant.univ-rennes1.fr;member;Club Apero;
2708101;Jean-Marie;TAVEAU;garçon;jean-marie.taveau@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
2708101;Jean-Marie;TAVEAU;garçon;jean-marie.taveau@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
2708101;Jean-Marie;TAVEAU;garçon;jean-marie.taveau@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
4988197;Dorothee;FEVRIER;F;dorothee.fevrier@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
4988197;Dorothee;FEVRIER;F;dorothee.fevrier@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
4988197;Dorothee;FEVRIER;F;dorothee.fevrier@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
93782;Suzanne;AUBRY;H;suzanne.aubry@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
93782;Suzanne;AUBRY;H;suzanne.aubry@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
93782;Suzanne;AUBRY;H;suzanne.aubry@etudiant.univ-rennes1.fr;member;Club Danse;
8156351;Eugène;ANDRE;M;eugene.andre@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
8156351;Eugène;ANDRE;M;eugene.andre@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
8018418;Marianne;GALLET;M;marianne.gallet@etudiant.univ-rennes1.fr;member;Club Apero;
8018418;Marianne;GALLET;M;marianne.gallet@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
4226631;Thierry;MIGNOT;M;thierry.mignot@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
6032026;Guylène;MORIN;F;guylene.morin@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
9921861;Sylvestre;DEVY;H;sylvestre.devy@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
5224127;Ernestine;BELANGER;F;ernestine.belanger@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
5224127;Ernestine;BELANGER;F;ernestine.belanger@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
4022307;Corine;HOMER;fille;corine.homer@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
4022307;Corine;HOMER;fille;corine.homer@etudiant.univ-rennes1.fr;member;Club Apero;
9629022;Cendrine;BOURBON;fille;cendrine.bourbon@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
378085;Prosper;HUCHON;H;prosper.huchon@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
7183635;Marie-Jeanne;DUBREUIL;garçon;marie-jeanne.dubreuil@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
7183635;Marie-Jeanne;DUBREUIL;garçon;marie-jeanne.dubreuil@etudiant.univ-rennes1.fr;member;Club Danse;
8667146;Jeremy;AUBINEAU;H;jeremy.aubineau@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
8667146;Jeremy;AUBINEAU;H;jeremy.aubineau@etudiant.univ-rennes1.fr;member;Club Danse;
6218844;Meriem;CHUDEAU;W;meriem.chudeau@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
8449224;Ahmed;LHERMITEAU;H;ahmed.lhermiteau@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
8449224;Ahmed;LHERMITEAU;H;ahmed.lhermiteau@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
6066463;Janick;COUDERT;W;janick.coudert@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
6066463;Janick;COUDERT;W;janick.coudert@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
6066463;Janick;COUDERT;W;janick.coudert@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
7367140;Joël;GRIFFON;fille;joel.griffon@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
7367140;Joël;GRIFFON;fille;joel.griffon@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
9754036;Dorothée;BIENVENU;W;dorothee.bienvenu@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
9754036;Dorothée;BIENVENU;W;dorothee.bienvenu@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
9754036;Dorothée;BIENVENU;W;dorothee.bienvenu@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
7279332;Lorène;TREMBLAY;W;lorene.tremblay@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
7279332;Lorène;TREMBLAY;W;lorene.tremblay@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
7279332;Lorène;TREMBLAY;W;lorene.tremblay@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
8559938;Rose-May;CRESPIN;W;rose-may.crespin@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
8559938;Rose-May;CRESPIN;W;rose-may.crespin@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
8559938;Rose-May;CRESPIN;W;rose-may.crespin@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
8298694;Diego;PETIT;H;diego.petit@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
8298694;Diego;PETIT;H;diego.petit@etudiant.univ-rennes1.fr;member;Club Apero;
8113264;Georges;TRICOT;garçon;georges.tricot@etudiant.univ-rennes1.fr;member;Club Apero;
8113264;Georges;TRICOT;garçon;georges.tricot@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7469007;Stephane;UZUREAU;garçon;stephane.uzureau@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
7469007;Stephane;UZUREAU;garçon;stephane.uzureau@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
7469007;Stephane;UZUREAU;garçon;stephane.uzureau@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
7095740;Flora;HUBAULT;fille;flora.hubault@etudiant.univ-rennes1.fr;member;Club Danse;
7095740;Flora;HUBAULT;fille;flora.hubault@etudiant.univ-rennes1.fr;member;Club Apero;
660365;Annabel;CROSNIER;fille;annabel.crosnier@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
3339188;Marie-Elisabeth;VIVION;W;marie-elisabeth.vivion@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
3339188;Marie-Elisabeth;VIVION;W;marie-elisabeth.vivion@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
